All Modes,,,,,,,,,,Clam Blitz,,,,,,Rainmaker,,,,,,Splat Zones,,,,,,Tower Control,,,,,,Special,,,,Sub,,,,All Modes (Min League Power of 2000),,,,
Weapon Name,Rank,Count,Pct,Previous Pct,Pct Diff,Previous Rank,Rank Diff,,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Name,Count,Pct,,Name,Count,Pct,,Weapon Name,Count,Pct,,Diff
Carbon Roller,27,296,1.15,0.93,0.22,27,0,,,Slosher Deco,69,1.01,30,3,,Dapple Dualies,45,1.07,37,10,,Heavy Splatling,92,1.17,19,-8,,Octobrush,78,1.15,22,-5,,,,,,,,,,N-ZAP '89,133,0.98,14,-13
Octobrush Nouveau,28,289,1.12,1.21,-0.09,21,-7,,,Mini Splatling,69,1.01,35,7,,Clash Blaster,44,1.05,36,8,,Luna Blaster,86,1.09,18,-10,,Dualie Squelchers,76,1.12,20,-8,,,,,,,,,,.96 Gal,128,0.94,38,10
Inkbrush,29,284,1.1,0.89,0.21,29,0,,,Splatterscope,67,0.98,17,-12,,Carbon Roller,43,1.02,27,-2,,Firefin Splatterscope,85,1.08,47,18,,Custom Jet Squelcher,68,1,33,4,,,,,,,,,,.52 Gal,124,0.91,26,-3
Slosher Deco,30,281,1.09,0.57,0.52,43,13,,,Splattershot Pro,63,0.92,24,-6,,Octobrush Nouveau,41,0.97,28,-2,,Carbon Roller,84,1.06,27,-3,,Slosher,67,0.99,39,9,,,,,,,,,,Splat Dualies,119,0.87,25,-5
Heavy Splatling Deco,31,278,1.08,1.05,0.03,24,-7,,,Krak-On Splat Roller,62,0.91,45,14,,Gold Dynamo Roller,38,0.9,21,-10,,Mini Splatling,82,1.04,35,4,,.52 Gal,65,0.96,26,-5,,,,,,,,,,Splattershot Pro,118,0.87,24,-7
Dynamo Roller,32,254,0.99,0.63,0.36,41,9,,,Clash Blaster,59,0.87,36,4,,Dynamo Roller,37,0.88,32,0,,Dynamo Roller,81,1.03,32,0,,Octobrush Nouveau,64,0.94,28,-4,,,,,,,,,,Custom Blaster,117,0.86,42,10
Custom Jet Squelcher,33,241,0.94,0.71,0.23,35,2,,,Dapple Dualies,59,0.87,37,4,,Squeezer,31,0.74,43,10,,Octobrush Nouveau,80,1.01,28,-5,,Splat Dualies,61,0.9,25,-8,,,,,,,,,,Octobrush Nouveau,113,0.83,28,-5
Firefin Splat Charger,34,236,0.92,0.8,0.12,32,-2,,,Splat Brella,58,0.85,23,-11,,Inkbrush,30,0.71,29,-5,,.52 Gal,78,0.99,26,-8,,Rapid Blaster Pro,55,0.81,40,6,,,,,,,,,,Inkbrush,113,0.83,29,-5
Mini Splatling,35,228,0.89,0.86,0.03,30,-5,,,Heavy Splatling,57,0.84,19,-16,,Slosher Deco,30,0.71,30,-5,,.96 Gal,77,0.98,38,3,,Classic Squiffer,53,0.78,41,6,,,,,,,,,,Squeezer,112,0.82,43,8
Clash Blaster,36,220,0.86,0.78,0.08,33,-3,,,Custom Jet Squelcher,54,0.79,33,-3,,Splash-o-matic,28,0.67,46,10,,Dapple Dualies,73,0.92,37,1,,.96 Gal,52,0.76,38,2,,,,,,,,,,Custom Jet Squelcher,110,0.81,33,-3
Dapple Dualies,37,219,0.85,0.96,-0.11,26,-11,,,Inkbrush Nouveau,54,0.79,55,18,,Classic Squiffer,27,0.64,41,4,,Custom Jet Squelcher,68,0.86,33,-4,,Squeezer,52,0.76,43,6,,,,,,,,,,Octobrush,107,0.79,22,-15
.96 Gal,38,205,0.8,0.69,0.11,38,0,,,.96 Gal,50,0.73,38,0,,Aerospray MG,26,0.62,50,12,,Jet Squelcher,61,0.77,44,6,,Mini Splatling,51,0.75,35,-3,,,,,,,,,,Rapid Blaster Pro,96,0.7,40,2
Slosher,39,188,0.73,0.49,0.24,46,7,,,Dynamo Roller,49,0.72,32,-7,,Mini Splatling,26,0.62,35,-4,,Rapid Blaster Pro,60,0.76,40,1,,Custom Blaster,48,0.71,42,3,,,,,,,,,,Slosher,93,0.68,39,0
Rapid Blaster Pro,40,173,0.67,0.65,0.02,40,0,,,Classic Squiffer,47,0.69,41,1,,.96 Gal,26,0.62,38,-2,,Aerospray MG,58,0.73,50,10,,Inkbrush,47,0.69,29,-11,,,,,,,,,,Dapple Dualies,92,0.68,37,-3
Classic Squiffer,41,169,0.66,0.66,0,39,-2,,,Custom Blaster,46,0.67,42,1,,Jet Squelcher,25,0.59,44,3,,E-liter 4K Scope,56,0.71,49,8,,Dapple Dualies,42,0.62,37,-4,,,,,,,,,,Carbon Roller,84,0.62,27,-14
Custom Blaster,42,161,0.63,0.71,-0.08,36,-6,,,Firefin Splat Charger,46,0.67,34,-8,,Slosher,24,0.57,39,-3,,Slosher,53,0.67,39,-3,,E-liter 4K Scope,38,0.56,49,7,,,,,,,,,,L-3 Nozzlenose D,78,0.57,52,10
Squeezer,43,161,0.63,0.75,-0.12,34,-9,,,Slosher,44,0.65,39,-4,,Custom Blaster,23,0.55,42,-1,,Custom Splattershot Jr.,49,0.62,53,10,,Goo Tuber,37,0.54,48,5,,,,,,,,,,Goo Tuber,75,0.55,48,5
Jet Squelcher,44,159,0.62,0.55,0.07,44,0,,,Goo Tuber,44,0.65,48,4,,Heavy Splatling Deco,22,0.52,31,-13,,Bamboozler 14 Mk I,44,0.56,51,7,,Splash-o-matic,33,0.49,46,2,,,,,,,,,,Classic Squiffer,71,0.52,41,-3
Krak-On Splat Roller,45,155,0.6,0.44,0.16,51,6,,,Jet Squelcher,42,0.62,44,-1,,Krak-On Splat Roller,21,0.5,45,0,,Custom Blaster,44,0.56,42,-3,,Hydra Splatling,31,0.46,54,9,,,,,,,,,,Firefin Splatterscope,70,0.51,47,2
Splash-o-matic,46,143,0.56,0.61,-0.05,42,-4,,,Rapid Blaster Pro,41,0.6,40,-6,,L-3 Nozzlenose D,20,0.48,52,6,,Inkbrush,43,0.54,29,-17,,Krak-On Splat Roller,31,0.46,45,-1,,,,,,,,,,Clash Blaster,70,0.51,36,-10
Firefin Splatterscope,47,140,0.54,0.41,0.13,52,5,,,Splash-o-matic,40,0.59,46,-1,,E-liter 4K Scope,19,0.45,49,2,,E-liter 4K,43,0.54,57,10,,Jet Squelcher,31,0.46,44,-3,,,,,,,,,,Krak-On Splat Roller,62,0.45,45,-2
Goo Tuber,48,133,0.52,0.17,0.35,62,14,,,Squeezer,37,0.54,43,-5,,Rapid Blaster Pro,17,0.4,40,-8,,L-3 Nozzlenose D,42,0.53,52,4,,Heavy Splatling Deco,31,0.46,31,-17,,,,,,,,,,Splash-o-matic,60,0.44,46,-2
E-liter 4K Scope,49,124,0.48,0.48,0,48,-1,,,Bamboozler 14 Mk I,32,0.47,51,2,,Tenta Brella,16,0.38,59,10,,Classic Squiffer,42,0.53,41,-8,,L-3 Nozzlenose D,29,0.43,52,3,,,,,,,,,,E-liter 4K Scope,56,0.41,49,0
Aerospray MG,50,121,0.47,0.52,-0.05,45,-5,,,Aerospray MG,28,0.41,50,0,,H-3 Nozzlenose,15,0.36,60,10,,Splash-o-matic,42,0.53,46,-4,,Bamboozler 14 Mk I,25,0.37,51,1,,,,,,,,,,Bamboozler 14 Mk I,54,0.4,51,1
Bamboozler 14 Mk I,51,115,0.45,0.48,-0.03,47,-4,,,Custom Splattershot Jr.,25,0.37,53,2,,Goo Tuber,15,0.36,48,-3,,Squeezer,41,0.52,43,-8,,Custom Splattershot Jr.,23,0.34,53,2,,,,,,,,,,Hydra Splatling,49,0.36,54,3
L-3 Nozzlenose D,52,112,0.44,1.23,-0.79,20,-32,,,Tenta Brella,25,0.37,59,7,,Bamboozler 14 Mk I,14,0.33,51,-1,,Krak-On Splat Roller,41,0.52,45,-7,,Undercover Brella,22,0.32,56,4,,,,,,,,,,H-3 Nozzlenose,44,0.32,60,8
Custom Splattershot Jr.,53,111,0.43,0.46,-0.03,49,-4,,,Hydra Splatling,25,0.37,54,1,,Custom Splattershot Jr.,14,0.33,53,0,,Goo Tuber,37,0.47,48,-5,,H-3 Nozzlenose,21,0.31,60,7,,,,,,,,,,Aerospray MG,43,0.32,50,-3
Hydra Splatling,54,104,0.4,0.28,0.12,56,2,,,Firefin Splatterscope,25,0.37,47,-7,,Firefin Splat Charger,13,0.31,34,-20,,Hydra Splatling,35,0.44,54,0,,Firefin Splat Charger,21,0.31,34,-20,,,,,,,,,,Inkbrush Nouveau,41,0.3,55,1
Inkbrush Nouveau,55,91,0.35,0.29,0.06,55,0,,,L-3 Nozzlenose D,21,0.31,52,-3,,Glooga Dualies,13,0.31,62,7,,Aerospray RG,34,0.43,58,3,,Firefin Splatterscope,19,0.28,47,-8,,,,,,,,,,Tenta Brella,38,0.28,59,4
Undercover Brella,56,83,0.32,0.44,-0.12,50,-6,,,Undercover Brella,21,0.31,56,0,,Hydra Splatling,13,0.31,54,-2,,Clash Blaster,31,0.39,36,-20,,Flingza Roller,17,0.25,65,9,,,,,,,,,,Jet Squelcher,35,0.26,44,-12
E-liter 4K,57,79,0.31,0.27,0.04,57,0,,,Foil Flingza Roller,20,0.29,61,4,,L-3 Nozzlenose,12,0.29,63,6,,Undercover Brella,28,0.35,56,-1,,Inkbrush Nouveau,15,0.22,55,-2,,,,,,,,,,Undercover Brella,34,0.25,56,-1
Aerospray RG,58,78,0.3,0.26,0.04,58,0,,,Aerospray RG,19,0.28,58,0,,Undercover Brella,12,0.29,56,-2,,L-3 Nozzlenose,20,0.25,63,5,,Aerospray RG,14,0.21,58,0,,,,,,,,,,L-3 Nozzlenose,33,0.24,63,5
Tenta Brella,59,73,0.28,0.39,-0.11,53,-6,,,L-3 Nozzlenose,19,0.28,63,4,,Foil Flingza Roller,11,0.26,61,2,,Tenta Brella,19,0.24,59,0,,Glooga Dualies,14,0.21,62,3,,,,,,,,,,Flingza Roller,29,0.21,65,6
H-3 Nozzlenose,60,68,0.26,0.25,0.01,59,-1,,,Custom E-liter 4K Scope,18,0.26,64,4,,Aerospray RG,11,0.26,58,-2,,Custom E-liter 4K Scope,19,0.24,64,4,,Custom E-liter 4K Scope,14,0.21,64,4,,,,,,,,,,Custom E-liter 4K Scope,28,0.21,64,4
Foil Flingza Roller,61,61,0.24,0.22,0.02,60,-1,,,Glooga Dualies,15,0.22,62,1,,Firefin Splatterscope,11,0.26,47,-14,,H-3 Nozzlenose,18,0.23,60,-1,,E-liter 4K,13,0.19,57,-4,,,,,,,,,,E-liter 4K,26,0.19,57,-4
Glooga Dualies,62,59,0.23,0.14,0.09,63,1,,,Custom E-liter 4K,15,0.22,66,4,,Flingza Roller,9,0.21,65,3,,Glooga Dualies,17,0.22,62,0,,Tenta Brella,13,0.19,59,-3,,,,,,,,,,Custom Splattershot Jr.,25,0.18,53,-9
L-3 Nozzlenose,63,55,0.21,0.36,-0.15,54,-9,,,H-3 Nozzlenose,14,0.21,60,-3,,E-liter 4K,9,0.21,57,-6,,Foil Flingza Roller,17,0.22,61,-2,,Foil Flingza Roller,13,0.19,61,-2,,,,,,,,,,Glooga Dualies,24,0.18,62,-1
Custom E-liter 4K Scope,64,54,0.21,0.19,0.02,61,-3,,,E-liter 4K,14,0.21,57,-7,,Inkbrush Nouveau,6,0.14,55,-9,,Inkbrush Nouveau,16,0.2,55,-9,,Custom E-liter 4K,11,0.16,66,2,,,,,,,,,,Aerospray RG,24,0.18,58,-6
Flingza Roller,65,52,0.2,0.11,0.09,64,-1,,,Flingza Roller,12,0.18,65,0,,Custom E-liter 4K Scope,3,0.07,64,-1,,Flingza Roller,14,0.18,65,0,,Aerospray MG,9,0.13,50,-15,,,,,,,,,,Foil Flingza Roller,21,0.15,61,-4
Custom E-liter 4K,66,38,0.15,0.07,0.08,65,-1,,,E-liter 4K Scope,11,0.16,49,-17,,Custom E-liter 4K,2,0.05,66,0,,Custom E-liter 4K,10,0.13,66,0,,L-3 Nozzlenose,4,0.06,63,-3,,,,,,,,,,Custom E-liter 4K,19,0.14,66,0
