All Modes,,,,,,,,,,Clam Blitz,,,,,,Rainmaker,,,,,,Splat Zones,,,,,,Tower Control,,,,,,Special,,,,Sub,,,,All Modes (Min League Power of 2000),,,,
Weapon Name,Rank,Count,Pct,Previous Pct,Pct Diff,Previous Rank,Rank Diff,,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Weapon Name,Count,Pct,,Diff,,Name,Count,Pct,,Name,Count,Pct,,Weapon Name,Count,Pct,,Diff
Range Blaster,11,737,2.38,2.98,-0.6,9,-2,,,Splattershot Jr.,200,2.25,13,2,,Range Blaster,154,2.23,11,0,,Sloshing Machine,178,2.45,9,-2,,Splatterscope,176,2.23,16,5,,Curling-Bomb Launcher,134,0.43,,Squid Beakon,942,3.04,,Range Blaster,484,2.68,11,0
Rapid Blaster,12,654,2.11,1.88,0.23,14,2,,,Splat Charger,184,2.07,8,-4,,Splatterscope,130,1.88,16,4,,Splat Brella,158,2.17,14,2,,Splat Brella,159,2.01,14,2,,,,,,,,,,Splat Brella,365,2.02,14,2
Splattershot Jr.,13,608,1.96,1.82,0.14,15,2,,,Sloshing Machine,177,1.99,9,-4,,N-ZAP '89,129,1.87,15,2,,Splattershot Jr.,139,1.91,13,0,,Rapid Blaster,158,2,12,-1,,,,,,,,,,Splattershot Jr.,325,1.8,13,0
Splat Brella,14,551,1.78,1.99,-0.21,13,-1,,,Range Blaster,173,1.95,11,-3,,Splattershot Jr.,127,1.84,13,-1,,Sploosh-o-matic,129,1.77,10,-4,,Luna Blaster,157,1.99,18,4,,,,,,,,,,Sploosh-o-matic,298,1.65,10,-4
N-ZAP '89,15,547,1.77,1.73,0.04,16,1,,,Octobrush,154,1.73,17,2,,Octobrush,117,1.69,17,2,,Octobrush,121,1.66,17,2,,Splattershot Jr.,142,1.8,13,-2,,,,,,,,,,Splatterscope,276,1.53,16,1
Splatterscope,16,511,1.65,1.58,0.07,19,3,,,Luna Blaster,148,1.67,18,2,,Heavy Splatling,117,1.69,21,5,,N-ZAP '89,120,1.65,15,-1,,Sploosh-o-matic,119,1.51,10,-6,,,,,,,,,,Enperry Splat Dualies,273,1.51,19,3
Octobrush,17,499,1.61,1.64,-0.03,18,1,,,Rapid Blaster,133,1.5,12,-5,,Rapid Blaster,114,1.65,12,-5,,Splatterscope,118,1.62,16,-1,,Heavy Splatling,115,1.46,21,4,,,,,,,,,,Luna Blaster,267,1.48,18,1
Luna Blaster,18,473,1.53,1.68,-0.15,17,-1,,,Splat Brella,132,1.49,14,-4,,.52 Gal,105,1.52,20,2,,Enperry Splat Dualies,93,1.28,19,1,,Octobrush,107,1.36,17,-1,,,,,,,,,,Heavy Splatling,241,1.34,21,3
Enperry Splat Dualies,19,432,1.4,1.53,-0.13,20,1,,,Enperry Splat Dualies,130,1.46,19,0,,Enperry Splat Dualies,103,1.49,19,0,,Firefin Splat Charger,93,1.28,39,20,,Enperry Splat Dualies,106,1.34,19,0,,,,,,,,,,Squeezer,218,1.21,24,5
.52 Gal,20,384,1.24,1.15,0.09,24,4,,,.52 Gal,112,1.26,20,0,,Splat Brella,102,1.48,14,-6,,Heavy Splatling,89,1.22,21,1,,.52 Gal,102,1.29,20,0,,,,,,,,,,.52 Gal,204,1.13,20,0
Heavy Splatling,21,372,1.2,1.24,-0.04,23,2,,,Heavy Splatling Deco,106,1.19,33,12,,Squeezer,99,1.43,24,3,,Luna Blaster,89,1.22,18,-3,,Squeezer,101,1.28,24,3,,,,,,,,,,Octobrush,200,1.11,17,-4
Inkbrush,22,364,1.18,1.1,0.08,25,3,,,Carbon Roller,98,1.1,26,4,,Splattershot Pro,99,1.43,23,1,,Splattershot Pro,87,1.2,23,1,,Splattershot Pro,100,1.27,23,1,,,,,,,,,,Undercover Brella,173,0.96,25,3
Splattershot Pro,23,350,1.13,1.26,-0.13,21,-2,,,Octobrush Nouveau,96,1.08,28,5,,Undercover Brella,92,1.33,25,2,,Mini Splatling,79,1.09,31,8,,Carbon Roller,98,1.24,26,3,,,,,,,,,,N-ZAP '89,166,0.92,15,-8
Squeezer,24,343,1.11,2.46,-1.35,11,-13,,,Dapple Dualies,94,1.06,27,3,,Dapple Dualies,80,1.16,27,3,,Firefin Splatterscope,71,0.98,51,27,,N-ZAP '89,98,1.24,15,-9,,,,,,,,,,Splattershot Pro,157,0.87,23,-1
Undercover Brella,25,336,1.09,,,,,,,Undercover Brella,91,1.02,25,0,,Splat Dualies,79,1.14,30,5,,Dualie Squelchers,71,0.98,29,4,,Clash Blaster,91,1.15,32,7,,,,,,,,,,.96 Gal,154,0.85,34,9
Carbon Roller,26,317,1.02,1.25,-0.23,22,-4,,,Splatterscope,87,0.98,16,-10,,Luna Blaster,79,1.14,18,-8,,Heavy Splatling Deco,70,0.96,33,7,,Undercover Brella,89,1.13,25,-1,,,,,,,,,,Mini Splatling,151,0.84,31,5
Dapple Dualies,27,293,0.95,0.95,0,26,-1,,,Squeezer,78,0.88,24,-3,,Octobrush Nouveau,74,1.07,28,1,,Dapple Dualies,68,0.94,27,0,,.96 Gal,71,0.9,34,7,,,,,,,,,,Custom Blaster,151,0.84,36,9
Octobrush Nouveau,28,277,0.89,,,,,,,Mini Splatling,76,0.86,31,3,,Dualie Squelchers,73,1.06,29,1,,Gold Dynamo Roller,68,0.94,35,7,,Custom Blaster,69,0.87,36,8,,,,,,,,,,Heavy Splatling Deco,145,0.8,33,5
Dualie Squelchers,29,268,0.87,0.83,0.04,30,1,,,Inkbrush Nouveau,74,0.83,56,27,,Carbon Roller,66,0.95,26,-3,,Squeezer,65,0.89,24,-5,,Dynamo Roller,65,0.82,38,9,,,,,,,,,,Dynamo Roller,133,0.74,38,9
Splat Dualies,30,260,0.84,0.79,0.05,34,4,,,Splat Dualies,74,0.83,30,0,,Clash Blaster,59,0.85,32,2,,.52 Gal,65,0.89,20,-10,,Splat Dualies,61,0.77,30,0,,,,,,,,,,Octobrush Nouveau,130,0.72,28,-2
Mini Splatling,31,254,0.82,0.83,-0.01,29,-2,,,Gold Dynamo Roller,71,0.8,35,4,,Inkbrush,55,0.8,22,-9,,Undercover Brella,64,0.88,25,-6,,Octobrush Nouveau,58,0.73,28,-3,,,,,,,,,,Dapple Dualies,130,0.72,27,-4
Clash Blaster,32,249,0.8,0.82,-0.02,32,0,,,Dualie Squelchers,70,0.79,29,-3,,Splash-o-matic,53,0.77,40,8,,Aerospray MG,60,0.83,52,20,,Mini Splatling,57,0.72,31,-1,,,,,,,,,,Carbon Roller,126,0.7,26,-6
Heavy Splatling Deco,33,248,0.8,0.83,-0.03,31,-2,,,Clash Blaster,65,0.73,32,-1,,L-3 Nozzlenose,51,0.74,44,11,,Custom Splattershot Jr.,56,0.77,47,14,,Dualie Squelchers,54,0.68,29,-4,,,,,,,,,,Inkbrush,125,0.69,22,-11
.96 Gal,34,235,0.76,0.81,-0.05,33,-1,,,.96 Gal,64,0.72,34,0,,Custom Blaster,47,0.68,36,2,,.96 Gal,56,0.77,34,0,,E-liter 4K Scope,54,0.68,42,8,,,,,,,,,,Firefin Splat Charger,125,0.69,39,5
Gold Dynamo Roller,35,233,0.75,0.85,-0.1,27,-8,,,Splattershot Pro,64,0.72,23,-12,,Gold Dynamo Roller,45,0.65,35,0,,Carbon Roller,55,0.76,26,-9,,Custom Jet Squelcher,53,0.67,37,2,,,,,,,,,,Clash Blaster,123,0.68,32,-3
Custom Blaster,36,209,0.68,0.84,-0.16,28,-8,,,Custom Blaster,62,0.7,36,0,,Classic Squiffer,45,0.65,43,7,,E-liter 4K Scope,55,0.76,42,6,,Dapple Dualies,51,0.65,27,-9,,,,,,,,,,Gold Dynamo Roller,117,0.65,35,-1
Custom Jet Squelcher,37,202,0.65,0.57,0.08,42,5,,,Custom Jet Squelcher,61,0.69,37,0,,Custom Jet Squelcher,45,0.65,37,0,,Dynamo Roller,51,0.7,38,1,,Rapid Blaster Pro,49,0.62,41,4,,,,,,,,,,L-3 Nozzlenose,116,0.64,44,7
Dynamo Roller,38,187,0.6,0.66,-0.06,37,-1,,,Krak-On Splat Roller,61,0.69,50,12,,.96 Gal,44,0.64,34,-4,,Octobrush Nouveau,49,0.67,28,-10,,Gold Dynamo Roller,49,0.62,35,-3,,,,,,,,,,Custom Jet Squelcher,114,0.63,37,-1
Firefin Splat Charger,39,182,0.59,0.7,-0.11,35,-4,,,L-3 Nozzlenose,58,0.65,44,5,,Bamboozler 14 Mk I,43,0.62,48,9,,Splat Dualies,46,0.63,30,-9,,Slosher,45,0.57,45,6,,,,,,,,,,Rapid Blaster Pro,104,0.58,41,2
Splash-o-matic,40,181,0.58,0.58,0,41,1,,,Splash-o-matic,56,0.63,40,0,,Mini Splatling,42,0.61,31,-9,,Jet Squelcher,46,0.63,46,6,,Inkbrush,45,0.57,22,-18,,,,,,,,,,Dualie Squelchers,99,0.55,29,-11
Rapid Blaster Pro,41,179,0.58,0.7,-0.12,36,-5,,,Bamboozler 14 Mk I,53,0.6,48,7,,E-liter 4K Scope,39,0.56,42,1,,Rapid Blaster Pro,44,0.61,41,0,,Heavy Splatling Deco,43,0.54,33,-8,,,,,,,,,,Bamboozler 14 Mk I,96,0.53,48,7
E-liter 4K Scope,42,172,0.56,0.54,0.02,43,1,,,Tenta Brella,52,0.59,54,12,,Jet Squelcher,37,0.54,46,4,,Inkbrush,44,0.61,22,-20,,Classic Squiffer,41,0.52,43,1,,,,,,,,,,Splash-o-matic,92,0.51,40,-2
Classic Squiffer,43,171,0.55,0.61,-0.06,39,-4,,,Rapid Blaster Pro,52,0.59,41,-2,,Slosher,37,0.54,45,2,,Custom Jet Squelcher,43,0.59,37,-6,,Splash-o-matic,37,0.47,40,-3,,,,,,,,,,E-liter 4K Scope,91,0.5,42,-1
L-3 Nozzlenose,44,167,0.54,0.46,0.08,46,2,,,Heavy Splatling,51,0.57,21,-23,,Dynamo Roller,36,0.52,38,-6,,Slosher,40,0.55,45,1,,E-liter 4K,34,0.43,57,13,,,,,,,,,,Firefin Splatterscope,90,0.5,51,7
Slosher,45,163,0.53,0.6,-0.07,40,-5,,,Jet Squelcher,50,0.56,46,1,,Slosher Deco,35,0.51,49,4,,Classic Squiffer,40,0.55,43,-2,,Custom Splattershot Jr.,31,0.39,47,2,,,,,,,,,,Classic Squiffer,89,0.49,43,-2
Jet Squelcher,46,159,0.51,0.45,0.06,47,1,,,Slosher Deco,48,0.54,49,3,,Rapid Blaster Pro,34,0.49,41,-5,,Slosher Deco,37,0.51,49,3,,Firefin Splatterscope,30,0.38,51,5,,,,,,,,,,Slosher Deco,83,0.46,49,3
Custom Splattershot Jr.,47,153,0.49,0.41,0.08,49,2,,,Classic Squiffer,45,0.51,43,-4,,Krak-On Splat Roller,33,0.48,50,3,,Splash-o-matic,35,0.48,40,-7,,Hydra Splatling,29,0.37,53,6,,,,,,,,,,Splat Dualies,82,0.45,30,-17
Bamboozler 14 Mk I,48,151,0.49,0.47,0.02,45,-3,,,Slosher,41,0.46,45,-3,,Heavy Splatling Deco,29,0.42,33,-15,,L-3 Nozzlenose,35,0.48,44,-4,,Bamboozler 14 Mk I,27,0.34,48,0,,,,,,,,,,Slosher,74,0.41,45,-3
Slosher Deco,49,146,0.47,0.64,-0.17,38,-11,,,Custom Splattershot Jr.,41,0.46,47,-2,,Firefin Splat Charger,28,0.41,39,-10,,Clash Blaster,34,0.47,32,-17,,Slosher Deco,26,0.33,49,0,,,,,,,,,,Krak-On Splat Roller,74,0.41,50,1
Krak-On Splat Roller,50,146,0.47,0.43,0.04,48,-2,,,Aerospray MG,41,0.46,52,2,,Aerospray RG,27,0.39,55,5,,Custom Blaster,31,0.43,36,-14,,Jet Squelcher,26,0.33,46,-4,,,,,,,,,,Hydra Splatling,58,0.32,53,3
Firefin Splatterscope,51,146,0.47,0.52,-0.05,44,-7,,,Aerospray RG,40,0.45,55,4,,Tenta Brella,26,0.38,54,3,,Bamboozler 14 Mk I,28,0.39,48,-3,,H-3 Nozzlenose,25,0.32,58,7,,,,,,,,,,Aerospray MG,52,0.29,52,1
Aerospray MG,52,134,0.43,0.4,0.03,51,-1,,,Firefin Splat Charger,37,0.42,39,-13,,Custom Splattershot Jr.,25,0.36,47,-5,,Hydra Splatling,27,0.37,53,1,,Krak-On Splat Roller,25,0.32,50,-2,,,,,,,,,,Tenta Brella,51,0.28,54,2
Hydra Splatling,53,117,0.38,0.4,-0.02,50,-3,,,Hydra Splatling,37,0.42,53,0,,Firefin Splatterscope,25,0.36,51,-2,,Krak-On Splat Roller,27,0.37,50,-3,,Firefin Splat Charger,24,0.3,39,-14,,,,,,,,,,H-3 Nozzlenose,49,0.27,58,5
Tenta Brella,54,112,0.36,0.37,-0.01,53,-1,,,Dynamo Roller,35,0.39,38,-16,,Hydra Splatling,24,0.35,53,-1,,E-liter 4K,26,0.36,57,3,,Tenta Brella,23,0.29,54,0,,,,,,,,,,Custom Splattershot Jr.,48,0.27,47,-7
Aerospray RG,55,100,0.32,0.29,0.03,55,0,,,H-3 Nozzlenose,29,0.33,58,3,,E-liter 4K,23,0.33,57,2,,Aerospray RG,22,0.3,55,0,,L-3 Nozzlenose,23,0.29,44,-11,,,,,,,,,,E-liter 4K,45,0.25,57,2
Inkbrush Nouveau,56,98,0.32,0.38,-0.06,52,-4,,,E-liter 4K Scope,24,0.27,42,-14,,Aerospray MG,21,0.3,52,-4,,H-3 Nozzlenose,20,0.28,58,2,,Custom E-liter 4K Scope,23,0.29,59,3,,,,,,,,,,Aerospray RG,44,0.24,55,-1
E-liter 4K,57,92,0.3,0.29,0.01,56,-1,,,Custom E-liter 4K Scope,23,0.26,59,2,,Foil Flingza Roller,20,0.29,61,4,,Custom E-liter 4K Scope,17,0.23,59,2,,Goo Tuber,18,0.23,60,3,,,,,,,,,,Jet Squelcher,41,0.23,46,-11
H-3 Nozzlenose,58,90,0.29,0.36,-0.07,54,-4,,,Firefin Splatterscope,20,0.23,51,-7,,Goo Tuber,18,0.26,60,2,,Goo Tuber,12,0.17,60,2,,Foil Flingza Roller,18,0.23,61,3,,,,,,,,,,Custom E-liter 4K Scope,39,0.22,59,1
Custom E-liter 4K Scope,59,72,0.23,0.18,0.05,58,-1,,,Foil Flingza Roller,20,0.23,61,2,,H-3 Nozzlenose,16,0.23,58,-1,,Tenta Brella,11,0.15,54,-5,,Glooga Dualies,13,0.16,62,3,,,,,,,,,,Inkbrush Nouveau,36,0.2,56,-3
Goo Tuber,60,64,0.21,0.19,0.02,57,-3,,,Goo Tuber,16,0.18,60,0,,Glooga Dualies,15,0.22,62,2,,Custom E-liter 4K,9,0.12,63,3,,Aerospray MG,12,0.15,52,-8,,,,,,,,,,Goo Tuber,30,0.17,60,0
Foil Flingza Roller,61,64,0.21,0.17,0.04,59,-2,,,Custom E-liter 4K,15,0.17,63,2,,Inkbrush Nouveau,11,0.16,56,-5,,Flingza Roller,9,0.12,64,3,,Aerospray RG,11,0.14,55,-6,,,,,,,,,,Foil Flingza Roller,29,0.16,61,0
Glooga Dualies,62,47,0.15,0.16,-0.01,60,-2,,,Glooga Dualies,13,0.15,62,0,,Custom E-liter 4K,10,0.14,63,1,,Inkbrush Nouveau,7,0.1,56,-6,,Custom E-liter 4K,8,0.1,63,1,,,,,,,,,,Custom E-liter 4K,23,0.13,63,1
Custom E-liter 4K,63,42,0.14,0.08,0.06,62,-1,,,Flingza Roller,12,0.14,64,1,,Custom E-liter 4K Scope,9,0.13,59,-4,,Glooga Dualies,6,0.08,62,-1,,Flingza Roller,7,0.09,64,1,,,,,,,,,,Glooga Dualies,19,0.11,62,-1
Flingza Roller,64,35,0.11,0.1,0.01,61,-3,,,E-liter 4K,9,0.1,57,-7,,Flingza Roller,7,0.1,64,0,,Foil Flingza Roller,6,0.08,61,-3,,Inkbrush Nouveau,6,0.08,56,-8,,,,,,,,,,Flingza Roller,13,0.07,64,0
